Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
96,677,cloud,cloud,render vs railway vs fly.io: pricing compared 2026 render vs railway vs fly.io: pricing compared 2026 how render railway and fly.io actually charge you free tiers plan fees and per-second usage with a side-by-side table and when each one wins. railway second railway second,True,0.6527289957509211,1.4793931238079263,cloud,datascience,0.6527289957509211,-0.8266641280570053,1.4793931238079265
97,2339,backend,backend,setting up litellm sdk + proxy gateway setting up litellm sdk + proxy gateway a practical step-by-step experience setting up litellm as a multi-provider llm abstraction layer and local proxy gateway. llm llm,True,0.1061188310665603,0.9102143977379478,backend,cloud,0.10611883106656039,-0.8040955666713874,0.9102143977379478
98,2491,frontend,frontend,integrating accessibility qa into your ci/cd pipeline integrating accessibility qa into your ci/cd pipeline integrating accessibility qa into your ci/cd pipeline integrating accessibility. ci pipeline integrating accessibility ci pipeline integrating accessibility,True,0.1948063261034804,0.8667935227678142,frontend,cloud,0.19480632610348048,-0.6719871966643337,0.8667935227678142
99,1917,datascience,datascience,analyzing sports data: tuchel worried about right-back situation what the numbers say analyzing sports data: tuchel worried about right-back situation what the numbers say analyzing sports data: tuchel worried about right-back situation what the numbers. numbers analyzing sports data numbers analyzing sports data,True,2.065602054059648,3.262700128792135,datascience,backend,2.065602054059648,-1.1970980747324869,3.262700128792135
100,1436,frontend,frontend,60fps real-time graphics: offscreencanvas in next.js 60fps real-time graphics: offscreencanvas in next.js the interactive dashboard bottleneck modern enterprise platforms at smart tech devs demand. smart tech devs smart tech devs,True,0.3808610430359125,0.8834352561515814,frontend,backend,0.3808610430359125,-0.5025742131156689,0.8834352561515814
101,2687,cloud,frontend,the complete guide to openstack deployment tools 2026 edition the complete guide to openstack deployment tools 2026 edition which tool should you use to deploy openstack in 2026 this guide covers every major option from. openstack openstack,False,-0.2222551524476728,0.1049118917760144,frontend,cloud,-0.22225515244767285,-0.3271670442236873,0.10491189177601445
102,415,frontend,frontend,day 111 of learning mern stack day 111 of learning mern stack hello dev community it is officially day 111 of my software engineering marathon today i.,True,1.2769363319474247,2.010188154926729,frontend,backend,1.2769363319474247,-0.7332518229793044,2.010188154926729
103,1531,cloud,cloud,managed postgres databases across aws azure gcp weekly benchmarks for jun 18 jun 24 2026 managed postgres databases across aws azure gcp weekly benchmarks for jun 18 jun 24 2026 managed postgres databases weekly provisioning benchmarks window: jun 18 jun 24,True,1.75267676739089,3.236452966407206,cloud,datascience,1.75267676739089,-1.483776199016316,3.236452966407206
104,2462,cloud,cloud,fast cloud storage: speed up your data access fast cloud storage: speed up your data access are you looking into fast cloud storage here s a quick overview of what you need to know. discover.,True,2.40230723960866,3.8176349962808658,cloud,datascience,2.40230723960866,-1.4153277566722056,3.8176349962808658
105,4225,frontend,frontend,what learning graphic design is teaching me about front-end development what learning graphic design is teaching me about front-end development i m a junior front-end developer about a year in. i started learning graphic design at alx because. alx about a year alx about a year,True,0.7459637246376364,1.233843218386002,frontend,backend,0.7459637246376364,-0.48787949374836564,1.233843218386002
106,1069,datascience,datascience,your pipeline is 27.9h behind: catching sports sentiment leads with pulsebit your pipeline is 27.9h behind: catching sports sentiment leads with pulsebit your pipeline just missed a significant anomaly: a 24h momentum spike of +0.221 in the sports.,True,1.941013169552101,3.2930482643480548,datascience,backend,1.9410131695521007,-1.352035094795954,3.2930482643480548
107,4565,cloud,cloud,the real cost of running your own llm vs calling an api the real cost of running your own llm vs calling an api a practical 2026 cost breakdown of self-hosting an open llm versus calling a hosted api: real gpu prices the break-even token volume the hidden engineering costs nobody budgets for and when each option actually wins. gpu api gpu api,True,0.0457475194263826,0.2690702551853235,cloud,backend,0.045747519426382666,-0.2233227357589409,0.26907025518532357
108,4439,cloud,cloud,rag is not a chatbot feature. it is production ai infrastructure. rag is not a chatbot feature. it is production ai infrastructure. most enterprise rag failures are not model failures. they are infrastructure failures. the demo.,True,0.3095179790627321,0.5417175583980813,cloud,datascience,0.30951797906273215,-0.23219957933534918,0.5417175583980813
109,838,frontend,frontend,css gradient angles: a complete guide 0deg to 360deg css gradient angles: a complete guide 0deg to 360deg if you ve ever typed linear-gradient 135deg and wondered why 135deg produces that particular. 135deg 135deg,True,1.0098282254431892,2.2630537440459064,frontend,backend,1.0098282254431892,-1.2532255186027172,2.2630537440459064
110,1246,backend,cloud,spring boot actuator: what to expose what to hide and what to check before adding endpoints spring boot actuator: what to expose what to hide and what to check before adding endpoints actuator isn t the problem. the problem is enabling it without a clear exposure policy. a pragmatic guide to using it as an operational tool without turning it into unnecessary public attack surface.,False,-0.1576113723795448,0.0875211497807915,cloud,backend,-0.1576113723795448,-0.24513252216033632,0.08752114978079151
111,1648,datascience,datascience,finding anomalies in medicare data with duckdb and python finding anomalies in medicare data with duckdb and python public healthcare datasets are some of the largest open data you can get your hands on. the cms. cms cms,True,1.1053234065314457,2.236339050612452,datascience,backend,1.1053234065314457,-1.131015644081006,2.2363390506124516
112,167,cloud,backend,fix business email dns settings usa step-by-step fix business email dns settings usa step-by-step fix business email dns settings usa involves correcting your domain s dns records so that email. usa dns usa dns,False,-0.3917903992577606,0.0635382102302259,backend,cloud,-0.3917903992577606,-0.4553286094879866,0.06353821023022599
113,2375,datascience,datascience,world cup 2026: spain s 9-goal rampage exposes the 48-team format s most dangerous statistical illusion jun 28 world cup 2026: spain s 9-goal rampage exposes the 48-team format s most dangerous statistical illusion jun 28 spain just scored 9 goals across two matches 4-0 vs saudi arabia 1-0 vs uruguay everyone s. saudi arabia spain uruguay saudi arabia spain uruguay,True,1.4501479607991383,2.60876063968485,datascience,cloud,1.4501479607991383,-1.1586126788857118,2.60876063968485
114,187,datascience,datascience,skill verification for data roles: what employers should know skill verification for data roles: what employers should know hiring for data roles is becoming more complex. companies need data analysts data scientists data.,True,0.9388279284022988,1.9417758250852093,datascience,frontend,0.9388279284022989,-1.0029478966829104,1.9417758250852093
115,1203,frontend,frontend,how to debug anything: a systematic tutorial for software engineers how to debug anything: a systematic tutorial for software engineers how to debug anything: a systematic tutorial for software engineers debugging is a skill.,True,-0.1206491166644132,0.4796217525112283,frontend,backend,-0.12064911666441325,-0.6002708691756415,0.4796217525112283
116,3023,frontend,frontend,build medium-style trending pages hot new top for any tag build medium-style trending pages hot new top for any tag build medium-style trending pages hot new top for any tag readers trust best of. build medium-style trending pages build medium-style trending pages,True,0.4985774731371838,1.3516477126937605,frontend,datascience,0.4985774731371838,-0.8530702395565766,1.3516477126937603
